country,state,resort_name,vertical_drop_ft,skiable_acres,avg_annual_snow_in,operating_class,owner,pass_affiliations,operated_2324,operated_2425,anticipated_2526,confirmed_2526
USA,Michigan,Mount Brighton,230,130,60,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Mount Holiday,200,45,59,Public w/Aerial Lifts,Independent,"Indy, Indy+, Michigan White Gold Card, Indy Learn-To-Turn, Michigan Kids Passport",Yes,Yes,Yes,
USA,Michigan,Mount Holly,350,100,42,Public w/Aerial Lifts,Wisconsin Resorts,"Wisconsin Resorts, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Mount McSauba (Charlevoix Mountain Ski Hill),150,80,120,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Michigan,Mount Zion (UP),300,20,200,Public w/Aerial Lifts,Independent,Michigan White Gold Card,Yes,Yes,Yes,
USA,Michigan,Mulligan’s Hollow,130,7,60,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Michigan,Norway Mountain,500,160,33,Public w/Aerial Lifts,Independent,"Indy, Indy+, Freedom, Michigan White Gold Card, Michigan Kids Passport",No,Yes,Yes,
USA,Michigan,Nub’s Nob,425,248,125,Public w/Aerial Lifts,Independent,"Indy, Indy+, Michigan White Gold Card, Indy Learn-To-Turn, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Otsego,400,160,155,Public w/Aerial Lifts,Independent,"Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,
USA,Michigan,Pine Knob,300,80,60,Public w/Aerial Lifts,Wisconsin Resorts,"Wisconsin Resorts, Michigan White Gold Card",Yes,Yes,Yes,Yes
USA,Michigan,Pine Mountain (UP),364,220,30,Public w/Aerial Lifts,Independent,"Indy, Indy+, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,
USA,Michigan,Porcupine Mountains (UP),630,200,200,Public w/Aerial Lifts,Independent,"Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Sault Seal (UP),76,,,Public - Surface Lifts Only,Independent,,No,Yes,Yes,
USA,Michigan,Shanty Creek - Schuss,500,81,160,Public w/Aerial Lifts,Independent,"Indy, Indy+, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Ski Brule (UP),421,150,150,Public w/Aerial Lifts,Independent,Michigan White Gold Card,Yes,Yes,Yes,Yes
USA,Michigan,Snow Snake,210,40,60,Public w/Aerial Lifts,Independent,"Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Snowriver: Black River (UP),490,170,204,Public w/Aerial Lifts,Midwest Family Ski Resorts,"Indy, Indy+, Legendary Pass, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Snowriver: Jackson Creek (UP),538,230,204,Public w/Aerial Lifts,Midwest Family Ski Resorts,"Indy, Indy+, Legendary Pass, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Swiss Valley,225,60,39,Public w/Aerial Lifts,Perfect Family,"Michigan White Gold Card, Michigan Kids Passport, Perfect Pass",Yes,Yes,Yes,Yes
USA,Michigan,The Highlands,513,435,140,Public w/Aerial Lifts,Boyne Resorts,"Ikon, Ikon Base, Ikon Session, Boyne Passport, Boyne Explorer, New England Pass, Michigan Pass, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Timber Ridge,250,50,80,Public w/Aerial Lifts,Independent,"Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Michigan,Tower Mountain,100,10,,Public - Surface Lifts Only,Independent,,No,Yes,Yes,
USA,Michigan,Treetops,223,80,140,Public w/Aerial Lifts,Independent,"Indy, Indy+, Michigan White Gold Card, Michigan Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Afton Alps,350,300,60,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Day All, Epic Day 32, Epic Day 22, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Andes Tower Hills,290,70,50,Public w/Aerial Lifts,Independent,"Indy, Indy+, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Buck Hill,309,45,60,Public w/Aerial Lifts,Independent,"Ikon, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Buena Vista,230,30,78,Public w/Aerial Lifts,Independent,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Chester Bowl,164,6,100,Public w/Aerial Lifts,City of Duluth,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Cloquet Nordic Ski Club,N/A,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,Minnesota,Coffee Mill,425,40,48,Public w/Aerial Lifts,Independent,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Como Park Ski Center,150,15,,Public - Surface Lifts Only,Independent,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Detroit Mountain,210,45,21,Public w/Aerial Lifts,Independent,"Indy, Indy+, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Elm Creek,100,,,Public - Surface Lifts Only,Three Rivers Park District,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Giants Ridge,500,202,62,Public w/Aerial Lifts,Independent,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Hyland Hills,175,35,60,Public w/Aerial Lifts,Three Rivers Park District,"Indy, Indy+, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Lutsen Mountains,825,1000,120,Public w/Aerial Lifts,Midwest Family Ski Resorts,"Indy, Indy+, Legendary Pass, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Mount Itasca,180,,,Public w/Aerial Lifts,Independent,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Mount Kato,240,55,50,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Mount Ski Gull,230,55,50,Public w/Aerial Lifts,Independent,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Powder Ridge,290,60,60,Public w/Aerial Lifts,Independent,"Indy, Indy+, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Spirit Mountain,700,175,90,Public w/Aerial Lifts,City of Duluth,"Indy, Indy+, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Minnesota,Steeplechase,240,45,,Public w/Aerial Lifts,Independent,Freedom,Yes,Yes,Yes,Yes
USA,Minnesota,Welch Village,360,140,45,Public w/Aerial Lifts,Independent,Minnesota Ski Areas Kids Passport,Yes,Yes,Yes,Yes
USA,Minnesota,Wild Mountain,300,100,50,Public w/Aerial Lifts,Independent,"Ikon, Minnesota Ski Areas Kids Passport",Yes,Yes,Yes,Yes
USA,Missouri,Hidden Valley,320,65,19,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,Yes
USA,Missouri,Snow Creek,300,25,20,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Day All, Epic Day 32, Epic Day 22",Yes,Yes,Yes,
USA,Montana,Bear Canyon,590,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,Montana,Bear Paw,900,80,140,Public w/Aerial Lifts,Independent,,No,Yes,Yes,
USA,Montana,Big Sky,4350,5850,291,Public w/Aerial Lifts,Boyne Resorts,"Ikon, Ikon Base, Ikon Session, Mountain Collective, New England Pass, Boyne Passport, Boyne Explorer, Michigan Pass",Yes,Yes,Yes,Yes
USA,Montana,Blacktail,1440,1000,250,Public w/Aerial Lifts,Larry Scrivanich,"Indy, Indy+, Powder Alliance, Indy Learn-To-Turn",Yes,Yes,Yes,Yes
USA,Montana,Bridger Bowl,2600,2000,303,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Montana,Discovery,2388,2200,215,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Montana,Great Divide,1500,1600,180,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Montana,Lost Trail,1800,1800,325,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski Idaho Kids Passport",Yes,Yes,Yes,Yes
USA,Montana,Maverick Mountain,1950,255,225,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Montana,Montana Snowbowl,2600,2000,250,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,
USA,Montana,Red Lodge,2400,1635,200,Public w/Aerial Lifts,JMA Ventures,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,Montana,Showdown,1400,640,225,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Montana,Teton Pass,1000,407,250,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Montana,Turner,2110,1000,250,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Montana,Whitefish,2353,3000,303,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,Montana,Yellowstone Club,2700,2700,291,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,Nevada,Diamond Peak,1840,655,250,Public w/Aerial Lifts,Independent,California Gold Pass,Yes,Yes,Yes,Yes
USA,Nevada,Elko Snobowl,700,60,24,Public w/Aerial Lifts,Independent,,Yes,No,Yes,
USA,Nevada,Lee Canyon,860,195,161,Public w/Aerial Lifts,Mountain Capital Partners,"Power Pass Full, Power Pass Select, Power Pass Core, Weekday Power Pass, California Gold Pass",Yes,Yes,Yes,Yes
USA,Nevada,Mt. Rose,1800,1200,313,Public w/Aerial Lifts,Independent,California Gold Pass,Yes,Yes,Yes,Yes
USA,Nevada,Sky Tavern,673,,,Private w/Aerial Lifts,Independent,California Gold Pass,Yes,Yes,Yes,
USA,New Hampshire,Abenaki (Wolfboro),215,18,,Public - Surface Lifts Only,Independent,Ski New Hampshire Kids Passport,Yes,Yes,Yes,
USA,New Hampshire,Arrowhead,120,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Attitash,1750,311,120,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Black Mountain,1100,140,125,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn",Yes,Yes,Yes,Yes
USA,New Hampshire,Bretton Woods,1500,464,200,Public w/Aerial Lifts,Omni Hotels,"White Mountain Super Pass, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Campton,313,,,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Cannon,2180,287,160,Public w/Aerial Lifts,Independent,"Indy, Indy+, White Mountain Super Pass, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Clancy (Cardigan Mtn School),60,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Cranmore,1200,170,120,Public w/Aerial Lifts,Fairbank Group,"Ikon, Uphill New England, White Mountain Super Pass, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Crotched,1016,100,65,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22, Ski New Hampshire Kids Passport",Yes,Yes,Yes,
USA,New Hampshire,Dartmouth Skiway,968,104,100,Public w/Aerial Lifts,Independent,"Indy, Indy+, Uphill New England, Indy Learn-To-Turn, Ski New Hampshire Kids Passport",Yes,Yes,Yes,
USA,New Hampshire,Granite Gorge,525,25,100,Public w/Aerial Lifts,Independent,Ski New Hampshire Kids Passport,Yes,Yes,Yes,
USA,New Hampshire,Gunstock,1340,227,120,Public w/Aerial Lifts,Independent,"Uphill New England, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Kanc Recreation Area,221,7,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,King Pine,350,45,82,Public w/Aerial Lifts,Independent,"Indy Allied, Uphill New England, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Loon,2100,403,160,Public w/Aerial Lifts,Boyne Resorts,"Ikon, Ikon Base, Ikon Session, New England Pass, New England Day, Boyne Passport, Boyne Explorer, Michigan Pass, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,McIntyre,170,26,50,Public w/Aerial Lifts,Independent,"Indy, Indy+, Freedom, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Mount Eustis,240,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Mount Sunapee,1510,233,130,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Norm Wright (Dublin School),100,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Pats Peak,770,115,100,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Proctor,436,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Ragged,1250,250,100,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Red Hill,181,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Storrs Hill,300,20,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Tenney,1400,130,140,Public w/Aerial Lifts,Independent,"Indy, Indy+, Uphill New England, Indy Learn-To-Turn, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Veterans Memorial,220,50,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New Hampshire,Waterville Valley,2020,265,148,Public w/Aerial Lifts,Independent,"Indy, Indy+, Uphill New England, White Mountain Super Pass, Indy Learn-To-Turn, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Hampshire,Whaleback Mountain,700,85,110,Public w/Aerial Lifts,Independent,"Indy, Indy+, Uphill New England, Ski New Hampshire Kids Passport",Yes,Yes,Yes,
USA,New Hampshire,Wildcat,2112,225,200,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Epic Day 22, Ski New Hampshire Kids Passport",Yes,Yes,Yes,Yes
USA,New Jersey,Big Snow American Dream,160,4,0,Public w/Aerial Lifts,Snow Partners,"Snow Triple Play, WNEP Ski Card",Yes,Yes,Yes,Yes
USA,New Jersey,Campgaw,270,18,45,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,New Jersey,Mountain Creek,1040,167,65,Public w/Aerial Lifts,Snow Partners,"Snow Triple Play, WNEP Ski Card, Ski New York Kids Passport",Yes,Yes,Yes,Yes
USA,New Jersey,National Winter Activity Center,620,36,65,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,New Mexico,Angel Fire Resort,2077,560,210,Public w/Aerial Lifts,Independent,"Powder Alliance, Ski New Mexico True Pass",Yes,Yes,Yes,Yes
USA,New Mexico,Cloudcroft,700,74,120,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,New Mexico,Pajarito,1440,280,125,Public w/Aerial Lifts,Mountain Capital Partners,"Power Pass Full, Power Pass Select, Power Pass Core, Weekday Power Pass, Ski New Mexico True Pass",Yes,Yes,Yes,
USA,New Mexico,Red River,1600,285,214,Public w/Aerial Lifts,Independent,"Freedom, Ski New Mexico True Pass",Yes,Yes,Yes,Yes
USA,New Mexico,Sandia Peak,1700,300,117,Public w/Aerial Lifts,Mountain Capital Partners,"Power Pass Full, Power Pass Select, Power Pass Core, Weekday Power Pass, Ski New Mexico True Pass",Yes,Yes,Yes,
USA,New Mexico,Sipapu,1055,215,185,Public w/Aerial Lifts,Mountain Capital Partners,"Power Pass Full, Power Pass Select, Power Pass Core, Weekday Power Pass, Ski New Mexico True Pass",Yes,Yes,Yes,Yes
USA,New Mexico,Ski Apache,1900,750,180,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,Yes
USA,New Mexico,Ski Santa Fe,1725,660,225,Public w/Aerial Lifts,Independent,Ski New Mexico True Pass,Yes,Yes,Yes,Yes
USA,New Mexico,Taos Ski Valley,3100,1294,300,Public w/Aerial Lifts,Independent,"Ikon, Ikon Base, Ikon Session, Mountain Collective, Ski New Mexico True Pass",Yes,Yes,Yes,Yes
USA,New York,Beartown,150,32,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,New York,Belleayre,1404,171,141,Public w/Aerial Lifts,New York State,"NY Ski 3, Snow Triple Play, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Brantling,250,36,100,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,Yes
USA,New York,Bristol,1200,138,130,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Buffalo Ski Center,463,175,180,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Camillus,125,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New York,Cazenovia Ski Club,460,25,99,Private - Surface Lifts Only,Independent,"Indy, Indy+",Yes,Yes,Yes,
USA,New York,Chestnut Ridge,48,,,Public - Surface Lifts Only,Erie County Parks,,Yes,Yes,Yes,
USA,New York,Double H Ranch,110,,,Private w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,New York,Dry Hill,300,42,125,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Dynamite Hill,65,8,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New York,Emery County Park,122,,,Public - Surface Lifts Only,Erie County Parks,,Yes,Yes,Yes,
USA,New York,Gore,2562,453,125,Public w/Aerial Lifts,New York State,"NY Ski 3, Snow Triple Play, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Greek Peak,952,300,120,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Holiday Mountain,400,37,90,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,
USA,New York,Holiday Valley,750,290,180,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Holimont,700,135,180,Private w/Aerial Lifts,Independent,Ski New York Gold Card,Yes,Yes,Yes,
USA,New York,Hunt Hollow,815,80,46,Private w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,
USA,New York,Hunter,1600,320,70,Public w/Aerial Lifts,Vail Resorts,"Epic, Epic Local, Epic Northeast Value, Epic Northeast Midweek, Epic Day All, Epic Day 32, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Kissing Bridge,550,,180,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card, Snow Triple Play",Yes,Yes,Yes,Yes
USA,New York,Labrador,700,250,125,Public w/Aerial Lifts,Intermountain Management,"Labrador/Song, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Maple Ski Ridge,270,60,60,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,McCauley,633,75,281,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Mount Peter,280,60,50,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Mount Pisgah,329,15,60,Public - Surface Lifts Only,Independent,Ski New York Kids Passport,Yes,Yes,Yes,Yes
USA,New York,Newcomb,161,,,Public - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New York,Northampton,N/A,,,Public - Surface Lifts Only,Schoonover Family,,Yes,Yes,Yes,Yes
USA,New York,Oak Mountain,650,100,120,Public w/Aerial Lifts,Independent,"Snow Triple Play, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Peek’n Peak,400,130,200,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Plattekill,1100,119,175,Public w/Aerial Lifts,Independent,"Snow Triple Play, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Powder Mills,N/A,,,Public - Surface Lifts Only,Schoonover Family,,Yes,Yes,Yes,Yes
USA,New York,Ridin' Hy Ranch,100,10,98,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New York,Rocking Horse Ranch,150,10,30,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New York,Royal Mountain,575,60,90,Public w/Aerial Lifts,Independent,Ski New York Gold Card,Yes,Yes,Yes,Yes
USA,New York,Skaneateles,400,33,100,Public - Surface Lifts Only,Independent,"Indy, Indy+, Ski New York Kids Passport",Yes,Yes,Yes,Yes
USA,New York,Ski Venture,100,,,Private - Surface Lifts Only,Independent,,Yes,Yes,Yes,
USA,New York,Snow Ridge,500,150,230,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Song Mountain,700,100,125,Public w/Aerial Lifts,Intermountain Management,"Labrador/Song, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Swain,650,120,130,Public w/Aerial Lifts,Schoonover Family,"Indy, Indy+, WNEP Ski Card, Ski New York Kids Passport, Ski New York Gold Card, Indy Learn-To-Turn",Yes,Yes,Yes,Yes
USA,New York,Thunder Ridge,600,100,60,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,
USA,New York,Titus,1200,380,150,Public w/Aerial Lifts,Independent,"Indy, Indy+, Indy Learn-To-Turn, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Val Bialis,150,,,Public - Surface Lifts Only,Independent,,No,Yes,Yes,
USA,New York,Victor Constant,475,,39,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,New York,Villa Roma,190,,,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
USA,New York,West Mountain,1010,130,80,Public w/Aerial Lifts,Independent,"Indy, Indy+, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Whiteface,3166,299,181,Public w/Aerial Lifts,New York State,"NY Ski 3, Snow Triple Play, Mountain Collective, Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Willard,505,85,80,Public w/Aerial Lifts,Independent,Ski New York Gold Card,Yes,Yes,Yes,
USA,New York,Windham,1600,285,105,Public w/Aerial Lifts,Independent,"Ski New York Kids Passport, Ski New York Gold Card",Yes,Yes,Yes,Yes
USA,New York,Woods Valley,500,25,74,Public w/Aerial Lifts,Independent,Ski New York Gold Card,Yes,Yes,Yes,Yes
USA,North Carolina,Appalchian Ski Mountain,365,27,27,Public w/Aerial Lifts,Independent,North Carolina Gold Card,Yes,Yes,Yes,Yes
USA,North Carolina,Beech Mountain,831,95,84,Public w/Aerial Lifts,Independent,North Carolina Gold Card,Yes,Yes,Yes,Yes
USA,North Carolina,Cataloochee,740,50,24,Public w/Aerial Lifts,Independent,"Indy, Indy+, North Carolina Gold Card",Yes,Yes,Yes,Yes
USA,North Carolina,Hatley Pointe,700,54,65,Public w/Aerial Lifts,Independent,"Indy, Indy+, North Carolina Gold Card",No,Yes,Yes,Yes
USA,North Carolina,Sapphire Valley,200,8,24,Public w/Aerial Lifts,Independent,North Carolina Gold Card,Yes,Yes,Yes,Yes
USA,North Carolina,Sugar Mountain,1200,115,70,Public w/Aerial Lifts,Independent,North Carolina Gold Card,Yes,Yes,Yes,Yes
USA,North Dakota,Bottineau Winter Park,200,17,70,Public w/Aerial Lifts,Independent,"Indy, Indy+",Yes,Yes,Yes,Yes
USA,North Dakota,Frost Fire,350,30,35,Public w/Aerial Lifts,Independent,,Yes,Yes,Yes,
